Green Button Download My Data
Retail Customer,SAMPLE CUSTOMER

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,11/22/2025,21:00,21:59,119.04,kWh,$0.00,
Electric usage,11/22/2025,22:00,22:59,123.13,kWh,$0.00,
Electric usage,11/22/2025,23:00,23:59,120.23,kWh,$0.00,
Electric usage,11/23/2025,0:00,0:59,114.47,kWh,$0.00,
Electric usage,11/23/2025,1:00,1:59,127.23,kWh,$0.00,
Electric usage,11/23/2025,2:00,2:59,119.89,kWh,$0.00,
Electric usage,11/23/2025,3:00,3:59,119.50,kWh,$0.00,
Electric usage,11/23/2025,4:00,4:59,121.16,kWh,$0.00,
Electric usage,11/23/2025,5:00,5:59,117.77,kWh,$0.00,
Electric usage,11/23/2025,6:00,6:59,123.62,kWh,$0.00,
Electric usage,11/23/2025,7:00,7:59,128.46,kWh,$0.00,
Electric usage,11/23/2025,8:00,8:59,130.14,kWh,$0.00,
Electric usage,11/23/2025,9:00,9:59,145.69,kWh,$0.00,
Electric usage,11/23/2025,10:00,10:59,149.91,kWh,$0.00,
Electric usage,11/23/2025,11:00,11:59,148.13,kWh,$0.00,
Electric usage,11/23/2025,12:00,12:59,158.65,kWh,$0.00,
Electric usage,11/23/2025,13:00,13:59,153.21,kWh,$0.00,
Electric usage,11/23/2025,14:00,14:59,157.11,kWh,$0.00,
Electric usage,11/23/2025,15:00,15:59,151.23,kWh,$0.00,
Electric usage,11/23/2025,16:00,16:59,138.28,kWh,$0.00,
Electric usage,11/23/2025,17:00,17:59,129.32,kWh,$0.00,
Electric usage,11/23/2025,18:00,18:59,131.97,kWh,$0.00,
Electric usage,11/23/2025,19:00,19:59,128.87,kWh,$0.00,
Electric usage,11/23/2025,20:00,20:59,122.72,kWh,$0.00,
Electric usage,11/23/2025,21:00,21:59,120.15,kWh,$0.00,
Electric usage,11/23/2025,22:00,22:59,121.32,kWh,$0.00,
Electric usage,11/23/2025,23:00,23:59,119.00,kWh,$0.00,
Electric usage,11/24/2025,0:00,0:59,122.45,kWh,$0.00,
Electric usage,11/24/2025,1:00,1:59,115.53,kWh,$0.00,
Electric usage,11/24/2025,2:00,2:59,119.25,kWh,$0.00,
Electric usage,11/24/2025,3:00,3:59,120.27,kWh,$0.00,
Electric usage,11/24/2025,4:00,4:59,122.18,kWh,$0.00,
Electric usage,11/24/2025,5:00,5:59,130.58,kWh,$0.00,
Electric usage,11/24/2025,6:00,6:59,270.79,kWh,$0.00,
Electric usage,11/24/2025,7:00,7:59,376.80,kWh,$0.00,
Electric usage,11/24/2025,8:00,8:59,381.28,kWh,$0.00,
Electric usage,11/24/2025,9:00,9:59,380.56,kWh,$0.00,
Electric usage,11/24/2025,10:00,10:59,379.39,kWh,$0.00,
Electric usage,11/24/2025,11:00,11:59,378.96,kWh,$0.00,
Electric usage,11/24/2025,12:00,12:59,377.42,kWh,$0.00,
Electric usage,11/24/2025,13:00,13:59,380.58,kWh,$0.00,
Electric usage,11/24/2025,14:00,14:59,377.96,kWh,$0.00,
Electric usage,11/24/2025,15:00,15:59,378.03,kWh,$0.00,
Electric usage,11/24/2025,16:00,16:59,379.58,kWh,$0.00,
Electric usage,11/24/2025,17:00,17:59,368.97,kWh,$0.00,
Electric usage,11/24/2025,18:00,18:59,229.29,kWh,$0.00,
Electric usage,11/24/2025,19:00,19:59,122.48,kWh,$0.00,
Electric usage,11/24/2025,20:00,20:59,118.71,kWh,$0.00,
Electric usage,11/24/2025,21:00,21:59,115.82,kWh,$0.00,
Electric usage,11/24/2025,22:00,22:59,118.04,kWh,$0.00,
Electric usage,11/24/2025,23:00,23:59,115.15,kWh,$0.00,
Electric usage,11/25/2025,0:00,0:59,117.54,kWh,$0.00,
Electric usage,11/25/2025,1:00,1:59,118.04,kWh,$0.00,
Electric usage,11/25/2025,2:00,2:59,118.89,kWh,$0.00,
Electric usage,11/25/2025,3:00,3:59,116.20,kWh,$0.00,
Electric usage,11/25/2025,4:00,4:59,115.84,kWh,$0.00,
Electric usage,11/25/2025,5:00,5:59,131.01,kWh,$0.00,
Electric usage,11/25/2025,6:00,6:59,268.76,kWh,$0.00,
Electric usage,11/25/2025,7:00,7:59,382.54,kWh,$0.00,
Electric usage,11/25/2025,8:00,8:59,379.65,kWh,$0.00,
Electric usage,11/25/2025,9:00,9:59,385.36,kWh,$0.00,
Electric usage,11/25/2025,10:00,10:59,384.25,kWh,$0.00,
Electric usage,11/25/2025,11:00,11:59,384.25,kWh,$0.00,
Electric usage,11/25/2025,12:00,12:59,377.06,kWh,$0.00,
Electric usage,11/25/2025,13:00,13:59,382.93,kWh,$0.00,
Electric usage,11/25/2025,14:00,14:59,381.91,kWh,$0.00,
Electric usage,11/25/2025,15:00,15:59,380.91,kWh,$0.00,
Electric usage,11/25/2025,16:00,16:59,381.14,kWh,$0.00,
Electric usage,11/25/2025,17:00,17:59,368.93,kWh,$0.00,
Electric usage,11/25/2025,18:00,18:59,231.42,kWh,$0.00,
Electric usage,11/25/2025,19:00,19:59,114.76,kWh,$0.00,
Electric usage,11/25/2025,20:00,20:59,122.41,kWh,$0.00,
Electric usage,11/25/2025,21:00,21:59,116.65,kWh,$0.00,
Electric usage,11/25/2025,22:00,22:59,122.36,kWh,$0.00,
Electric usage,11/25/2025,23:00,23:59,120.53,kWh,$0.00,
Electric usage,11/26/2025,0:00,0:59,120.69,kWh,$0.00,
Electric usage,11/26/2025,1:00,1:59,119.03,kWh,$0.00,
Electric usage,11/26/2025,2:00,2:59,117.85,kWh,$0.00,
Electric usage,11/26/2025,3:00,3:59,117.12,kWh,$0.00,
Electric usage,11/26/2025,4:00,4:59,125.71,kWh,$0.00,
Electric usage,11/26/2025,5:00,5:59,127.08,kWh,$0.00,
Electric usage,11/26/2025,6:00,6:59,275.73,kWh,$0.00,
Electric usage,11/26/2025,7:00,7:59,379.15,kWh,$0.00,
Electric usage,11/26/2025,8:00,8:59,379.07,kWh,$0.00,
Electric usage,11/26/2025,9:00,9:59,380.96,kWh,$0.00,
Electric usage,11/26/2025,10:00,10:59,376.33,kWh,$0.00,
Electric usage,11/26/2025,11:00,11:59,378.81,kWh,$0.00,
Electric usage,11/26/2025,12:00,12:59,377.67,kWh,$0.00,
Electric usage,11/26/2025,13:00,13:59,379.49,kWh,$0.00,
Electric usage,11/26/2025,14:00,14:59,380.04,kWh,$0.00,
Electric usage,11/26/2025,15:00,15:59,379.98,kWh,$0.00,
Electric usage,11/26/2025,16:00,16:59,378.16,kWh,$0.00,
Electric usage,11/26/2025,17:00,17:59,369.36,kWh,$0.00,
Electric usage,11/26/2025,18:00,18:59,226.13,kWh,$0.00,
Electric usage,11/26/2025,19:00,19:59,117.28,kWh,$0.00,
Electric usage,11/26/2025,20:00,20:59,117.02,kWh,$0.00,
Electric usage,11/26/2025,21:00,21:59,118.20,kWh,$0.00,
Electric usage,11/26/2025,22:00,22:59,118.28,kWh,$0.00,
Electric usage,11/26/2025,23:00,23:59,118.41,kWh,$0.00,
Electric usage,11/27/2025,0:00,0:59,120.75,kWh,$0.00,
Electric usage,11/27/2025,1:00,1:59,119.66,kWh,$0.00,
Electric usage,11/27/2025,2:00,2:59,118.09,kWh,$0.00,
Electric usage,11/27/2025,3:00,3:59,118.10,kWh,$0.00,
Electric usage,11/27/2025,4:00,4:59,121.09,kWh,$0.00,
Electric usage,11/27/2025,5:00,5:59,128.06,kWh,$0.00,
Electric usage,11/27/2025,6:00,6:59,272.48,kWh,$0.00,
Electric usage,11/27/2025,7:00,7:59,381.41,kWh,$0.00,
Electric usage,11/27/2025,8:00,8:59,381.50,kWh,$0.00,
Electric usage,11/27/2025,9:00,9:59,380.67,kWh,$0.00,
Electric usage,11/27/2025,10:00,10:59,379.43,kWh,$0.00,
Electric usage,11/27/2025,11:00,11:59,379.40,kWh,$0.00,
Electric usage,11/27/2025,12:00,12:59,381.08,kWh,$0.00,
Electric usage,11/27/2025,13:00,13:59,380.36,kWh,$0.00,
Electric usage,11/27/2025,14:00,14:59,380.17,kWh,$0.00,
Electric usage,11/27/2025,15:00,15:59,375.44,kWh,$0.00,
Electric usage,11/27/2025,16:00,16:59,379.94,kWh,$0.00,
Electric usage,11/27/2025,17:00,17:59,368.02,kWh,$0.00,
Electric usage,11/27/2025,18:00,18:59,225.68,kWh,$0.00,
Electric usage,11/27/2025,19:00,19:59,119.26,kWh,$0.00,
Electric usage,11/27/2025,20:00,20:59,117.36,kWh,$0.00,
Electric usage,11/27/2025,21:00,21:59,121.86,kWh,$0.00,
Electric usage,11/27/2025,22:00,22:59,117.73,kWh,$0.00,
Electric usage,11/27/2025,23:00,23:59,120.02,kWh,$0.00,
Electric usage,11/28/2025,0:00,0:59,124.85,kWh,$0.00,
Electric usage,11/28/2025,1:00,1:59,120.35,kWh,$0.00,
Electric usage,11/28/2025,2:00,2:59,123.48,kWh,$0.00,
Electric usage,11/28/2025,3:00,3:59,118.54,kWh,$0.00,
Electric usage,11/28/2025,4:00,4:59,119.83,kWh,$0.00,
Electric usage,11/28/2025,5:00,5:59,133.21,kWh,$0.00,
Electric usage,11/28/2025,6:00,6:59,270.04,kWh,$0.00,
Electric usage,11/28/2025,7:00,7:59,382.83,kWh,$0.00,
Electric usage,11/28/2025,8:00,8:59,379.92,kWh,$0.00,
Electric usage,11/28/2025,9:00,9:59,378.96,kWh,$0.00,
Electric usage,11/28/2025,10:00,10:59,380.88,kWh,$0.00,
Electric usage,11/28/2025,11:00,11:59,384.19,kWh,$0.00,
Electric usage,11/28/2025,12:00,12:59,379.11,kWh,$0.00,
Electric usage,11/28/2025,13:00,13:59,375.69,kWh,$0.00,
Electric usage,11/28/2025,14:00,14:59,378.54,kWh,$0.00,
Electric usage,11/28/2025,15:00,15:59,381.38,kWh,$0.00,
Electric usage,11/28/2025,16:00,16:59,377.51,kWh,$0.00,
Electric usage,11/28/2025,17:00,17:59,370.58,kWh,$0.00,
Electric usage,11/28/2025,18:00,18:59,230.67,kWh,$0.00,
Electric usage,11/28/2025,19:00,19:59,115.82,kWh,$0.00,
Electric usage,11/28/2025,20:00,20:59,125.01,kWh,$0.00,
Electric usage,11/28/2025,21:00,21:59,118.72,kWh,$0.00,
Electric usage,11/28/2025,22:00,22:59,122.98,kWh,$0.00,
Electric usage,11/28/2025,23:00,23:59,116.40,kWh,$0.00,
Electric usage,11/29/2025,0:00,0:59,119.96,kWh,$0.00,
Electric usage,11/29/2025,1:00,1:59,120.37,kWh,$0.00,
Electric usage,11/29/2025,2:00,2:59,119.63,kWh,$0.00,
Electric usage,11/29/2025,3:00,3:59,123.56,kWh,$0.00,
Electric usage,11/29/2025,4:00,4:59,120.10,kWh,$0.00,
Electric usage,11/29/2025,5:00,5:59,121.71,kWh,$0.00,
Electric usage,11/29/2025,6:00,6:59,125.59,kWh,$0.00,
Electric usage,11/29/2025,7:00,7:59,125.60,kWh,$0.00,
Electric usage,11/29/2025,8:00,8:59,131.24,kWh,$0.00,
Electric usage,11/29/2025,9:00,9:59,140.90,kWh,$0.00,
Electric usage,11/29/2025,10:00,10:59,152.99,kWh,$0.00,
Electric usage,11/29/2025,11:00,11:59,153.63,kWh,$0.00,
Electric usage,11/29/2025,12:00,12:59,159.66,kWh,$0.00,
Electric usage,11/29/2025,13:00,13:59,160.23,kWh,$0.00,
Electric usage,11/29/2025,14:00,14:59,153.89,kWh,$0.00,
Electric usage,11/29/2025,15:00,15:59,152.29,kWh,$0.00,
Electric usage,11/29/2025,16:00,16:59,140.75,kWh,$0.00,
Electric usage,11/29/2025,17:00,17:59,133.45,kWh,$0.00,
Electric usage,11/29/2025,18:00,18:59,129.27,kWh,$0.00,
Electric usage,11/29/2025,19:00,19:59,126.08,kWh,$0.00,
Electric usage,11/29/2025,20:00,20:59,124.16,kWh,$0.00,
Electric usage,11/29/2025,21:00,21:59,123.11,kWh,$0.00,
Electric usage,11/29/2025,22:00,22:59,119.12,kWh,$0.00,
Electric usage,11/29/2025,23:00,23:59,119.31,kWh,$0.00,
Electric usage,11/30/2025,0:00,0:59,121.47,kWh,$0.00,
Electric usage,11/30/2025,1:00,1:59,121.78,kWh,$0.00,
Electric usage,11/30/2025,2:00,2:59,121.72,kWh,$0.00,
Electric usage,11/30/2025,3:00,3:59,121.36,kWh,$0.00,
Electric usage,11/30/2025,4:00,4:59,116.22,kWh,$0.00,
Electric usage,11/30/2025,5:00,5:59,124.82,kWh,$0.00,
Electric usage,11/30/2025,6:00,6:59,125.19,kWh,$0.00,
Electric usage,11/30/2025,7:00,7:59,127.44,kWh,$0.00,
Electric usage,11/30/2025,8:00,8:59,133.66,kWh,$0.00,
Electric usage,11/30/2025,9:00,9:59,140.39,kWh,$0.00,
Electric usage,11/30/2025,10:00,10:59,150.09,kWh,$0.00,
Electric usage,11/30/2025,11:00,11:59,152.16,kWh,$0.00,
Electric usage,11/30/2025,12:00,12:59,160.51,kWh,$0.00,
Electric usage,11/30/2025,13:00,13:59,157.24,kWh,$0.00,
Electric usage,11/30/2025,14:00,14:59,156.14,kWh,$0.00,
Electric usage,11/30/2025,15:00,15:59,148.31,kWh,$0.00,
Electric usage,11/30/2025,16:00,16:59,138.38,kWh,$0.00,
Electric usage,11/30/2025,17:00,17:59,134.94,kWh,$0.00,
Electric usage,11/30/2025,18:00,18:59,127.98,kWh,$0.00,
Electric usage,11/30/2025,19:00,19:59,123.08,kWh,$0.00,
Electric usage,11/30/2025,20:00,20:59,122.88,kWh,$0.00,
Electric usage,11/30/2025,21:00,21:59,123.61,kWh,$0.00,
Electric usage,11/30/2025,22:00,22:59,120.87,kWh,$0.00,
Electric usage,11/30/2025,23:00,23:59,120.41,kWh,$0.00,
Electric usage,12/1/2025,0:00,0:59,119.75,kWh,$0.00,
Electric usage,12/1/2025,1:00,1:59,119.00,kWh,$0.00,
Electric usage,12/1/2025,2:00,2:59,118.95,kWh,$0.00,
Electric usage,12/1/2025,3:00,3:59,119.96,kWh,$0.00,
Electric usage,12/1/2025,4:00,4:59,116.44,kWh,$0.00,
Electric usage,12/1/2025,5:00,5:59,131.88,kWh,$0.00,
Electric usage,12/1/2025,6:00,6:59,268.62,kWh,$0.00,
Electric usage,12/1/2025,7:00,7:59,383.14,kWh,$0.00,
Electric usage,12/1/2025,8:00,8:59,380.01,kWh,$0.00,
Electric usage,12/1/2025,9:00,9:59,379.23,kWh,$0.00,
Electric usage,12/1/2025,10:00,10:59,381.89,kWh,$0.00,
Electric usage,12/1/2025,11:00,11:59,379.61,kWh,$0.00,
Electric usage,12/1/2025,12:00,12:59,378.67,kWh,$0.00,
Electric usage,12/1/2025,13:00,13:59,378.40,kWh,$0.00,
Electric usage,12/1/2025,14:00,14:59,380.48,kWh,$0.00,
Electric usage,12/1/2025,15:00,15:59,382.52,kWh,$0.00,
Electric usage,12/1/2025,16:00,16:59,381.54,kWh,$0.00,
Electric usage,12/1/2025,17:00,17:59,365.66,kWh,$0.00,
Electric usage,12/1/2025,18:00,18:59,224.75,kWh,$0.00,
Electric usage,12/1/2025,19:00,19:59,122.84,kWh,$0.00,
Electric usage,12/1/2025,20:00,20:59,118.75,kWh,$0.00,
Electric usage,12/1/2025,21:00,21:59,125.07,kWh,$0.00,
Electric usage,12/1/2025,22:00,22:59,123.26,kWh,$0.00,
Electric usage,12/1/2025,23:00,23:59,118.83,kWh,$0.00,
Electric usage,12/2/2025,0:00,0:59,120.89,kWh,$0.00,
Electric usage,12/2/2025,1:00,1:59,122.96,kWh,$0.00,
Electric usage,12/2/2025,2:00,2:59,120.58,kWh,$0.00,
Electric usage,12/2/2025,3:00,3:59,119.94,kWh,$0.00,
Electric usage,12/2/2025,4:00,4:59,121.74,kWh,$0.00,
Electric usage,12/2/2025,5:00,5:59,126.13,kWh,$0.00,
Electric usage,12/2/2025,6:00,6:59,268.64,kWh,$0.00,
Electric usage,12/2/2025,7:00,7:59,381.61,kWh,$0.00,
Electric usage,12/2/2025,8:00,8:59,376.46,kWh,$0.00,
Electric usage,12/2/2025,9:00,9:59,375.97,kWh,$0.00,
Electric usage,12/2/2025,10:00,10:59,376.67,kWh,$0.00,
Electric usage,12/2/2025,11:00,11:59,383.67,kWh,$0.00,
Electric usage,12/2/2025,12:00,12:59,377.94,kWh,$0.00,
Electric usage,12/2/2025,13:00,13:59,378.25,kWh,$0.00,
Electric usage,12/2/2025,14:00,14:59,378.58,kWh,$0.00,
Electric usage,12/2/2025,15:00,15:59,380.27,kWh,$0.00,
Electric usage,12/2/2025,16:00,16:59,382.08,kWh,$0.00,
Electric usage,12/2/2025,17:00,17:59,370.03,kWh,$0.00,
Electric usage,12/2/2025,18:00,18:59,228.24,kWh,$0.00,
Electric usage,12/2/2025,19:00,19:59,119.87,kWh,$0.00,
Electric usage,12/2/2025,20:00,20:59,120.09,kWh,$0.00,
Electric usage,12/2/2025,21:00,21:59,116.12,kWh,$0.00,
Electric usage,12/2/2025,22:00,22:59,118.63,kWh,$0.00,
Electric usage,12/2/2025,23:00,23:59,121.20,kWh,$0.00,
Electric usage,12/3/2025,0:00,0:59,118.78,kWh,$0.00,
Electric usage,12/3/2025,1:00,1:59,137.85,kWh,$0.00,
Electric usage,12/3/2025,2:00,2:59,117.55,kWh,$0.00,
Electric usage,12/3/2025,3:00,3:59,121.11,kWh,$0.00,
Electric usage,12/3/2025,4:00,4:59,118.48,kWh,$0.00,
Electric usage,12/3/2025,5:00,5:59,133.25,kWh,$0.00,
Electric usage,12/3/2025,6:00,6:59,275.77,kWh,$0.00,
Electric usage,12/3/2025,7:00,7:59,377.36,kWh,$0.00,
Electric usage,12/3/2025,8:00,8:59,381.92,kWh,$0.00,
Electric usage,12/3/2025,9:00,9:59,379.52,kWh,$0.00,
Electric usage,12/3/2025,10:00,10:59,384.86,kWh,$0.00,
Electric usage,12/3/2025,11:00,11:59,380.18,kWh,$0.00,
Electric usage,12/3/2025,12:00,12:59,377.30,kWh,$0.00,
Electric usage,12/3/2025,13:00,13:59,382.98,kWh,$0.00,
Electric usage,12/3/2025,14:00,14:59,381.57,kWh,$0.00,
Electric usage,12/3/2025,15:00,15:59,377.71,kWh,$0.00,
Electric usage,12/3/2025,16:00,16:59,380.72,kWh,$0.00,
Electric usage,12/3/2025,17:00,17:59,370.70,kWh,$0.00,
Electric usage,12/3/2025,18:00,18:59,229.36,kWh,$0.00,
Electric usage,12/3/2025,19:00,19:59,123.37,kWh,$0.00,
Electric usage,12/3/2025,20:00,20:59,120.39,kWh,$0.00,
Electric usage,12/3/2025,21:00,21:59,119.92,kWh,$0.00,
Electric usage,12/3/2025,22:00,22:59,120.63,kWh,$0.00,
Electric usage,12/3/2025,23:00,23:59,125.39,kWh,$0.00,
Electric usage,12/4/2025,0:00,0:59,118.11,kWh,$0.00,
Electric usage,12/4/2025,1:00,1:59,121.21,kWh,$0.00,
Electric usage,12/4/2025,2:00,2:59,121.82,kWh,$0.00,
Electric usage,12/4/2025,3:00,3:59,116.65,kWh,$0.00,
Electric usage,12/4/2025,4:00,4:59,121.74,kWh,$0.00,
Electric usage,12/4/2025,5:00,5:59,128.81,kWh,$0.00,
Electric usage,12/4/2025,6:00,6:59,271.88,kWh,$0.00,
Electric usage,12/4/2025,7:00,7:59,380.02,kWh,$0.00,
Electric usage,12/4/2025,8:00,8:59,381.22,kWh,$0.00,
Electric usage,12/4/2025,9:00,9:59,381.12,kWh,$0.00,
Electric usage,12/4/2025,10:00,10:59,378.18,kWh,$0.00,
Electric usage,12/4/2025,11:00,11:59,379.43,kWh,$0.00,
Electric usage,12/4/2025,12:00,12:59,379.18,kWh,$0.00,
Electric usage,12/4/2025,13:00,13:59,377.35,kWh,$0.00,
Electric usage,12/4/2025,14:00,14:59,377.28,kWh,$0.00,
Electric usage,12/4/2025,15:00,15:59,380.26,kWh,$0.00,
Electric usage,12/4/2025,16:00,16:59,374.73,kWh,$0.00,
Electric usage,12/4/2025,17:00,17:59,370.35,kWh,$0.00,
Electric usage,12/4/2025,18:00,18:59,231.63,kWh,$0.00,
Electric usage,12/4/2025,19:00,19:59,121.97,kWh,$0.00,
Electric usage,12/4/2025,20:00,20:59,119.39,kWh,$0.00,
Electric usage,12/4/2025,21:00,21:59,116.20,kWh,$0.00,
Electric usage,12/4/2025,22:00,22:59,125.16,kWh,$0.00,
Electric usage,12/4/2025,23:00,23:59,119.69,kWh,$0.00,
Electric usage,12/5/2025,0:00,0:59,121.20,kWh,$0.00,
Electric usage,12/5/2025,1:00,1:59,117.61,kWh,$0.00,
Electric usage,12/5/2025,2:00,2:59,118.87,kWh,$0.00,
Electric usage,12/5/2025,3:00,3:59,122.19,kWh,$0.00,
Electric usage,12/5/2025,4:00,4:59,118.06,kWh,$0.00,
Electric usage,12/5/2025,5:00,5:59,130.01,kWh,$0.00,
Electric usage,12/5/2025,6:00,6:59,275.40,kWh,$0.00,
Electric usage,12/5/2025,7:00,7:59,379.28,kWh,$0.00,
Electric usage,12/5/2025,8:00,8:59,380.21,kWh,$0.00,
Electric usage,12/5/2025,9:00,9:59,377.93,kWh,$0.00,
Electric usage,12/5/2025,10:00,10:59,376.02,kWh,$0.00,
Electric usage,12/5/2025,11:00,11:59,379.98,kWh,$0.00,
Electric usage,12/5/2025,12:00,12:59,372.47,kWh,$0.00,
Electric usage,12/5/2025,13:00,13:59,384.03,kWh,$0.00,
Electric usage,12/5/2025,14:00,14:59,375.80,kWh,$0.00,
Electric usage,12/5/2025,15:00,15:59,382.82,kWh,$0.00,
Electric usage,12/5/2025,16:00,16:59,375.22,kWh,$0.00,
Electric usage,12/5/2025,17:00,17:59,365.00,kWh,$0.00,
Electric usage,12/5/2025,18:00,18:59,229.77,kWh,$0.00,
Electric usage,12/5/2025,19:00,19:59,120.44,kWh,$0.00,
Electric usage,12/5/2025,20:00,20:59,121.38,kWh,$0.00,
Electric usage,12/5/2025,21:00,21:59,118.65,kWh,$0.00,
Electric usage,12/5/2025,22:00,22:59,122.21,kWh,$0.00,
Electric usage,12/5/2025,23:00,23:59,121.15,kWh,$0.00,
Electric usage,12/6/2025,0:00,0:59,121.57,kWh,$0.00,
Electric usage,12/6/2025,1:00,1:59,121.35,kWh,$0.00,
Electric usage,12/6/2025,2:00,2:59,120.17,kWh,$0.00,
Electric usage,12/6/2025,3:00,3:59,121.97,kWh,$0.00,
Electric usage,12/6/2025,4:00,4:59,119.35,kWh,$0.00,
Electric usage,12/6/2025,5:00,5:59,119.20,kWh,$0.00,
Electric usage,12/6/2025,6:00,6:59,128.41,kWh,$0.00,
Electric usage,12/6/2025,7:00,7:59,131.04,kWh,$0.00,
Electric usage,12/6/2025,8:00,8:59,130.12,kWh,$0.00,
Electric usage,12/6/2025,9:00,9:59,145.12,kWh,$0.00,
Electric usage,12/6/2025,10:00,10:59,149.22,kWh,$0.00,
Electric usage,12/6/2025,11:00,11:59,156.45,kWh,$0.00,
Electric usage,12/6/2025,12:00,12:59,159.85,kWh,$0.00,
Electric usage,12/6/2025,13:00,13:59,158.78,kWh,$0.00,
Electric usage,12/6/2025,14:00,14:59,160.25,kWh,$0.00,
Electric usage,12/6/2025,15:00,15:59,151.88,kWh,$0.00,
Electric usage,12/6/2025,16:00,16:59,138.93,kWh,$0.00,
Electric usage,12/6/2025,17:00,17:59,138.09,kWh,$0.00,
Electric usage,12/6/2025,18:00,18:59,128.02,kWh,$0.00,
Electric usage,12/6/2025,19:00,19:59,126.51,kWh,$0.00,
Electric usage,12/6/2025,20:00,20:59,124.95,kWh,$0.00,
Electric usage,12/6/2025,21:00,21:59,121.88,kWh,$0.00,
Electric usage,12/6/2025,22:00,22:59,119.26,kWh,$0.00,
Electric usage,12/6/2025,23:00,23:59,117.57,kWh,$0.00,
Electric usage,12/7/2025,0:00,0:59,121.03,kWh,$0.00,
Electric usage,12/7/2025,1:00,1:59,121.65,kWh,$0.00,
Electric usage,12/7/2025,2:00,2:59,120.18,kWh,$0.00,
Electric usage,12/7/2025,3:00,3:59,123.96,kWh,$0.00,
Electric usage,12/7/2025,4:00,4:59,120.74,kWh,$0.00,
Electric usage,12/7/2025,5:00,5:59,118.06,kWh,$0.00,
Electric usage,12/7/2025,6:00,6:59,119.06,kWh,$0.00,
Electric usage,12/7/2025,7:00,7:59,123.59,kWh,$0.00,
Electric usage,12/7/2025,8:00,8:59,133.41,kWh,$0.00,
Electric usage,12/7/2025,9:00,9:59,137.80,kWh,$0.00,
Electric usage,12/7/2025,10:00,10:59,147.11,kWh,$0.00,
Electric usage,12/7/2025,11:00,11:59,156.14,kWh,$0.00,
Electric usage,12/7/2025,12:00,12:59,156.97,kWh,$0.00,
Electric usage,12/7/2025,13:00,13:59,156.80,kWh,$0.00,
Electric usage,12/7/2025,14:00,14:59,154.19,kWh,$0.00,
Electric usage,12/7/2025,15:00,15:59,146.50,kWh,$0.00,
Electric usage,12/7/2025,16:00,16:59,140.30,kWh,$0.00,
Electric usage,12/7/2025,17:00,17:59,134.17,kWh,$0.00,
Electric usage,12/7/2025,18:00,18:59,127.70,kWh,$0.00,
Electric usage,12/7/2025,19:00,19:59,126.10,kWh,$0.00,
Electric usage,12/7/2025,20:00,20:59,122.36,kWh,$0.00,
Electric usage,12/7/2025,21:00,21:59,114.74,kWh,$0.00,
Electric usage,12/7/2025,22:00,22:59,122.59,kWh,$0.00,
Electric usage,12/7/2025,23:00,23:59,117.76,kWh,$0.00,
Electric usage,12/8/2025,0:00,0:59,118.95,kWh,$0.00,
Electric usage,12/8/2025,1:00,1:59,120.48,kWh,$0.00,
Electric usage,12/8/2025,2:00,2:59,123.53,kWh,$0.00,
Electric usage,12/8/2025,3:00,3:59,118.35,kWh,$0.00,
Electric usage,12/8/2025,4:00,4:59,120.73,kWh,$0.00,
Electric usage,12/8/2025,5:00,5:59,128.12,kWh,$0.00,
Electric usage,12/8/2025,6:00,6:59,270.45,kWh,$0.00,
Electric usage,12/8/2025,7:00,7:59,379.85,kWh,$0.00,
Electric usage,12/8/2025,8:00,8:59,383.07,kWh,$0.00,
Electric usage,12/8/2025,9:00,9:59,378.10,kWh,$0.00,
Electric usage,12/8/2025,10:00,10:59,377.28,kWh,$0.00,
Electric usage,12/8/2025,11:00,11:59,379.54,kWh,$0.00,
Electric usage,12/8/2025,12:00,12:59,378.79,kWh,$0.00,
Electric usage,12/8/2025,13:00,13:59,381.49,kWh,$0.00,
Electric usage,12/8/2025,14:00,14:59,380.10,kWh,$0.00,
Electric usage,12/8/2025,15:00,15:59,379.11,kWh,$0.00,
Electric usage,12/8/2025,16:00,16:59,379.95,kWh,$0.00,
Electric usage,12/8/2025,17:00,17:59,364.84,kWh,$0.00,
Electric usage,12/8/2025,18:00,18:59,224.72,kWh,$0.00,
Electric usage,12/8/2025,19:00,19:59,114.33,kWh,$0.00,
Electric usage,12/8/2025,20:00,20:59,121.47,kWh,$0.00,
Electric usage,12/8/2025,21:00,21:59,121.66,kWh,$0.00,
Electric usage,12/8/2025,22:00,22:59,117.43,kWh,$0.00,
Electric usage,12/8/2025,23:00,23:59,125.11,kWh,$0.00,
Electric usage,12/9/2025,0:00,0:59,117.27,kWh,$0.00,
Electric usage,12/9/2025,1:00,1:59,119.38,kWh,$0.00,
Electric usage,12/9/2025,2:00,2:59,120.50,kWh,$0.00,
Electric usage,12/9/2025,3:00,3:59,116.21,kWh,$0.00,
Electric usage,12/9/2025,4:00,4:59,117.84,kWh,$0.00,
Electric usage,12/9/2025,5:00,5:59,129.87,kWh,$0.00,
Electric usage,12/9/2025,6:00,6:59,270.40,kWh,$0.00,
Electric usage,12/9/2025,7:00,7:59,382.45,kWh,$0.00,
Electric usage,12/9/2025,8:00,8:59,380.79,kWh,$0.00,
Electric usage,12/9/2025,9:00,9:59,379.34,kWh,$0.00,
Electric usage,12/9/2025,10:00,10:59,380.18,kWh,$0.00,
